671 -54275
774 -47570
670 -55495
560 -66605
472 -77605
253 -99035
244 -96940
235 -97570
247 -96590
290 -91975
370 -84320
434 -77260
518 -70235
515 -70525
440 -78225
396 -83375
283 -94620
245 -97250
222 -98960
227 -98720
251 -95640
338 -87535
406 -79845
515 -70465
532 -68360
471 -75145
438 -79315
304 -92685
267 -95190
224 -99085
213 -100160
236 -97240
310 -90240
379 -82445
497 -72105
534 -68225
481 -73710
466 -76535
337 -89580
280 -93990
242 -97390
207 -100965
223 -98635
296 -91675
357 -84525
479 -73740
521 -69480
487 -73160
479 -74930
361 -87095
306 -91620
252 -96560
219 -99825
223 -98740
285 -92815
346 -85705
465 -75115
511 -70320
483 -73385
496 -73440
378 -85175
334 -88770
283 -93700
222 -99695
227 -98425
277 -93825
328 -87420
456 -75985
500 -71360
477 -73875
501 -72895
382 -84740
344 -87770
286 -93375
226 -99440
227 -98470
268 -94665
321 -88140
438 -77780
492 -72180
473 -74090
508 -72145
395 -83380
352 -87035
297 -92340
226 -99520
226 -98575
268 -94775
316 -88590
433 -78225
483 -73050
467 -74790
507 -72150
399 -82855
364 -85835
303 -91825
230 -99140
227 -98535
266 -95025
316 -88640
428 -78610
484 -73030
464 -75080
502 -72600
404 -82380
364 -85825
313 -90810
239 -98260
228 -98425
268 -94910
314 -88960
426 -78730
486 -72765
467 -74830
505 -72320
410 -81740
375 -84790
319 -90185
245 -97720
232 -98130
263 -95405
312 -89170
419 -79440
481 -73270
464 -75045
504 -72420
410 -81700
372 -85095
316 -90465
241 -98145
232 -98120
263 -95350
313 -89050
416 -79755
476 -73800
462 -75280
498 -72895
411 -81610
373 -85035
313 -90705
243 -97925
229 -98470
262 -95455
314 -88920
416 -79730
476 -73795
461 -75435
496 -73075
410 -81680
374 -84940
314 -90625
243 -97875
230 -98390
263 -95390
315 -88815
419 -79415
475 -73875
461 -75495
495 -73190
410 -81655
376 -84680
318 -90295
247 -97480
231 -98245
267 -95030
318 -88600
423 -78990
479 -73425
463 -75340
498 -72985
414 -81250
382 -84015
325 -89640
249 -97345
231 -98285
265 -95230
314 -88995
422 -79105
479 -73435
460 -75525
498 -73030
412 -81515
377 -84465
321 -89945
245 -97830
226 -98770
261 -95535
316 -88795
420 -79300
478 -73525
457 -75805
494 -73460
411 -81600
377 -84440
324 -89615
244 -97910
226 -98835
259 -95755
312 -89130
421 -79225
474 -73900
457 -75810
495 -73345
409 -81780
378 -84320
325 -89585
246 -97675
228 -98595
261 -95590
311 -89280
420 -79310
475 -73820
453 -76150
492 -73665
408 -81925
377 -84370
331 -88910
254 -96925
234 -98005
267 -95020
315 -88945
419 -79420
476 -73755
454 -76075
493 -73525
412 -81520
379 -84185
336 -88470
257 -96580
239 -97550
270 -94735
314 -89080
420 -79340
472 -74150
454 -76090
490 -73810
406 -82085
373 -84800
324 -89630
253 -96990
237 -97660
272 -94470
319 -88550
421 -79315
473 -74065
449 -76560
488 -74045
404 -82340
366 -85390
318 -90180
246 -97775
231 -98230
275 -94060
326 -87800
427 -78730
477 -73720
450 -76525
486 -74240
402 -82545
365 -85515
316 -90370
241 -98180
229 -98495
273 -94275
327 -87630
434 -77980
481 -73360
453 -76265
485 -74355
401 -82695
361 -85855
319 -90135
245 -97755
227 -98570
280 -93680
329 -87535
438 -77485
490 -72430
456 -76050
490 -73945
403 -82455
366 -85395
320 -90015
245 -97835
228 -98490
273 -94300
331 -87390
436 -77700
491 -72265
462 -75435
488 -74185
399 -82845
360 -86060
312 -90790
238 -98435
227 -98595
272 -94385
330 -87390
440 -77350
490 -72380
462 -75425
489 -74085
396 -83160
359 -86165
308 -91180
235 -98730
223 -98955
271 -94505
331 -87255
441 -77215
493 -72080
462 -75470
489 -74085
396 -83160
359 -86165
308 -91190
233 -98905
222 -99070
271 -94520
331 -87225
443 -76990
494 -72005
462 -75485
489 -74085
396 -83160
359 -86145
312 -90830
237 -98505
222 -98995
274 -94295
333 -87120
445 -76720
500 -71360
465 -75240
493 -73765
401 -82645
365 -85535
317 -90350
238 -98480
221 -99120
271 -94605
329 -87485
443 -76940
500 -71345
466 -75105
493 -73725
398 -82990
361 -85980
310 -90990
235 -98750
219 -99325
267 -94945
329 -87475
441 -77145
499 -71435
467 -74990
492 -73815
398 -82995
359 -86195
308 -91190
233 -98930
217 -99520
266 -95040
327 -87655
440 -77245
496 -71705
467 -75020
493 -73695
399 -82860
362 -85895
308 -91235
233 -98930
217 -99520
266 -95045
326 -87745
439 -77345
496 -71735
464 -75260
494 -73620
400 -82770
362 -85845
315 -90560
237 -98555
221 -99095
271 -94590
328 -87620
439 -77310
497 -71655
465 -75185
497 -73325
407 -82045
369 -85160
320 -90080
239 -98420
221 -99145
269 -94790
326 -87800
437 -77525
494 -71935
464 -75285
495 -73500
403 -82415
367 -85395
314 -90645
236 -98690
220 -99235
267 -94970
327 -87665
437 -77545
493 -72035
461 -75565
493 -73725
401 -82620
364 -85640
313 -90735
234 -98915
218 -99415
267 -94940
327 -87665
437 -77545
493 -72035
461 -75565
493 -73725
401 -82620
364 -85640
313 -90740
233 -99000
218 -99430
267 -94940
327 -87650
438 -77440
493 -72050
461 -75565
493 -73725
401 -82620
364 -85620
317 -90380
237 -98585
221 -99090
272 -94500
329 -87515
440 -77215
496 -71750
462 -75485
497 -73375
406 -82105
370 -85010
322 -89900
238 -98555
221 -99130
269 -94785
327 -87710
438 -77420
495 -71840
463 -75365
495 -73545
403 -82420
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
406 -82120
370 -85010
322 -89900
238 -98555
221 -99130
269 -94790
326 -87795
438 -77435
495 -71840
463 -75350
496 -73440
403 -82435
366 -85455
315 -90540
235 -98825
219 -99325
267 -94955
327 -87660
438 -77455
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85640
313 -90740
233 -99005
217 -99520
266 -95045
326 -87750
438 -77440
494 -71930
462 -75460
494 -73635
401 -82635
364 -85620
317 -90380
237 -98585
221 -99095
271 -94590
328 -87615
440 -77230
496 -71735
463 -75365
498 -73285
