Estudio	Ensayo	D_eucli	L	P	Inh	Trest	Trelative	C_h	Tipo_red
Chi30_Random_zscore	53	1624.5071	36	0.05871310509468887	0.2894054922897607	0.1989306437148609	2.853576412832985	0.6022034216614969	3
Chi30_Random_zscore	56	1223.1496	39	0.03728263283538229	0.5999915129957174	1.0517561375837206	1.7320382103424492	0.4756890655181449	3
Chi30_Random_zscore	57	236.2393	38	0.08068663825476466	0.39944096973965526	0.211893317668346	0.5667613397644932	0.7230176018027393	3
Chi30_Random_zscore	58	1624.5071	36	0.39860030003303104	0.22109874226072568	2.062895201466181	3.0232570605102023	0.8325040210544405	3
Chi30_Random_zscore	59	1313.8948	40	0.176704786461034	0.5501308007766884	0.3899771742198634	1.149571367494208	0.40555799749453314	3
Chi30_Random_zscore	61	490.1077	37	0.02803847059357186	0.45724456922682233	0.15310772931650019	0.6527488171344918	0.6714734853369168	3
Chi30_Random_zscore	62	124.4799	36	0.07687080442955117	0.4075739277161322	0.013486921332494822	0.060143763673622175	0.5410344603660995	3
Chi30_Random_zscore	63	662.2383	34	0.07869058107921367	0.3509417603879882	0.4062976244476937	1.1731054293744116	0.5365716315784135	3
Chi30_Random_zscore	64	3594.0236	36	0.01686708624049984	0.18874062373344141	0.007231373352220221	0.14920003493312017	0.5937554497018539	3
Chi30_Random_zscore	66	119.6459	39	0.10435000159242658	0.4868747005841064	0.7477394352608379	1.3458156872677594	0.4655813777894452	3
Chi30_Random_zscore	67	1624.5071	39	0.16181821698803858	0.3005385693845945	0.8479692326504827	1.902812901329997	0.08784531192788136	3
Chi30_Random_zscore	69	547.3366	28	0.1057461470572858	0.4905817882507558	0.5697714387940574	1.4165956165646925	0.27844236226695707	3
Chi30_Random_zscore	71	449.5402	39	0.05459562808483842	0.4605103480914854	0.2843049933984662	1.1141428238897633	0.49351353815490207	3
Chi30_Random_zscore	73	1217.7934	37	0.09318707583232887	0.5360912314463225	0.11120411048649416	0.6810412605870699	0.437358658619473	3
Chi30_Random_zscore	74	1230.9932	38	0.06787972939749146	0.5814661426059439	0.6899682460593906	1.3944053693564047	0.6904643627227378	3
Chi30_Random_zscore	75	87.3258	39	0.0009978803591026708	0.49479164389338925	0.49696810442688516	6.392438032466263	0.5260007540108319	3
Chi30_Random_zscore	76	111.0359	40	0.019961906447112307	0.4964522247051183	0.5042344446833931	6.0537024852731935	0.38870224524708563	3
Chi30_Random_zscore	77	71.4397	39	0.012100314710905419	0.48409186375174673	0.49866521498403976	7.335294746861933	0.3640916673270126	3
Chi30_Random_zscore	78	63.2399	40	0.0044634276961351355	0.49664661583835307	1.1040229106848145	6.768728967314303	0.3919985274303559	3
Chi30_Random_zscore	79	88.2217	40	0.01718290788846912	0.4844562137731144	1.1196987760132455	6.682493163679818	0.3749411757229898	3
Chi30_Random_zscore	81	118.7957	40	0.02005112172410986	0.49478808208983854	1.070105799114603	6.911768155748944	0.3652669915797321	3
Chi30_Random_zscore	83	203.8860	40	0.016815884680393127	0.5459399826595713	1.534872045789391	8.05732745902691	0.31379973214160795	3
Chi30_Random_zscore	84	75.7920	39	0.02555197526232554	0.4922088445272338	1.309654142710699	6.8919726002559685	0.35894284766418716	3
Chi30_Random_zscore	85	865.6315	38	0.06063315116294824	0.5712339302628638	1.3647626338209742	6.1604825230212255	0.23897370241094854	3
Chi30_Random_zscore	86	110.7530	39	0.045714639042025315	0.516707890578393	1.1812132182150514	7.826753668379863	0.418637669312083	4
Chi30_Random_zscore	87	70.9650	39	0.04506956305551289	0.5160117944076532	1.8588896362862626	7.906727028558674	0.2818689706412276	4
Chi30_Random_zscore	88	1624.5071	39	0.003285417469380488	0.6674173953033334	1.6475711090571743	6.540625130346474	0.28342460576698897	4
Chi30_Random_zscore	89	3543.2482	39	0.5313473776774418	0.6364721143310043	0.8983669031986373	7.517081633787207	0.20454717608303863	4
Chi30_Random_zscore	90	1624.5071	39	0.05250739180072296	0.5910653937548928	2.142409911935933	8.850252854729016	0.3190783272162675	4
Chi30_Random_zscore	91	179.3507	38	0.04213441442946637	0.5271423716650848	1.9035478741141996	7.703929933873024	0.4306509622402837	4
Chi30_Random_zscore	92	215.4481	39	0.0895195544856947	0.5164919252980552	1.1972376694369207	6.867082149702744	0.3519402458772055	4
Chi30_Random_zscore	93	177.7247	38	0.12647628960764665	0.47199099956799423	1.4920318122456395	7.907482547871481	0.41176428526271436	4
Chi30_Random_zscore	94	195.6157	39	0.057326937733972974	0.561960247870543	1.3374334599713598	7.130941441906708	0.2613513025785871	4
Chi30_Random_zscore	95	42.1457	31	0.031309837654570974	0.3944149901819441	0.896332465039309	8.301108456042094	0.4483569683529661	4
Chi30_Random_zscore	96	61.0825	25	0.03022337947097911	0.36502549591360256	0.8964438495847409	8.555209042172109	0.1438764957905968	4
Chi30_Random_zscore	97	103.1918	25	0.15265473131697166	0.3284304230217654	0.9693120803334327	8.589133869468936	0.5090266913858309	4
Chi30_Random_zscore	98	69.3605	31	0.10582072746413629	0.39124780025094497	0.8283265580417809	8.4530904202598	0.06490235750465836	4
Chi30_Random_zscore	99	75.6555	31	0.10952646777020578	0.3902044157309285	0.7788096342059104	9.736486153936111	0.043116392100086234	4
Chi30_Random_zscore	100	62.6423	32	0.2578254902570126	0.35295233459623987	0.848316662157697	10.172120327886	0.04143261744057632	4
Chi30_Random_zscore	101	77.3465	31	0.3373843513936643	0.3589707680963334	0.8523049834580099	10.074471746088602	0.03835895636046918	4
Chi30_Random_zscore	102	58.8142	32	0.10437621767923673	0.38826626594692415	0.6822651949399268	9.923418386530914	0.08455310199996918	4
Chi30_Random_zscore	103	73.5978	32	0.0738557510142237	0.34683714133700766	0.6419683177037618	8.466659234036754	0.14165040257911254	4
Chi30_Random_zscore	104	62.5867	30	0.19466842348016783	0.30169991428380205	0.9631903098133404	10.43867866620511	0.073490905714129	4
Chi30_Random_zscore	105	65.2719	30	0.260362542138905	0.30022313104955606	0.9784128145633204	10.829574955418792	0.09086481269546123	4
Chi30_Random_zscore	106	79.3322	29	0.23536116116998976	0.30103245311015503	0.9119262808545537	10.652834377858614	0.09435904265496665	4
Chi30_Random_zscore	108	102.4266	32	0.2803565980700351	0.310942219176772	0.7010743985706835	9.494053095315389	0.06662038410104859	4
Chi30_Random_zscore	111	59.9709	31	0.21542721285386218	0.33244592729945566	1.0155979283136873	10.927069221936422	0.11220853213124411	4
Chi30_Random_zscore	114	83.9539	31	0.18704353812082555	0.3914745911628028	1.2536680148412005	10.042100249015126	0.06116923365063194	4
Chi30_Random_zscore	115	118.7600	32	0.1518798824609281	0.20981790082813734	0.5992536618544103	9.800940987198015	0.10050630905684355	4
Chi30_Random_zscore	116	73.7094	28	0.25204384840185	0.3286103515782163	0.9056353651952577	9.22602640404982	0.1580311331204299	4
Chi30_Random_zscore	117	58.3365	30	0.13086964626588748	0.36851642862026857	1.1265739020592838	10.460237617599185	0.01777255700452618	4
Chi30_Random_zscore	119	66.5407	22	0.13538482270252586	0.2902854888101392	0.6949619439154456	10.25983338211755	0.004949363932997136	4
Chi30_Random_zscore	120	54.6664	32	0.18060812141072313	0.3688363222531578	1.1650121814591228	10.666333160466674	0.03422160764136358	4
Chi30_Random_zscore	121	51.3292	32	0.18739192216210523	0.41505449633239133	1.1270308283274673	10.531915913745214	0.046431480505957703	4
Chi30_Random_zscore	122	64.9498	33	0.20850546235953069	0.36757435574805924	1.5640593292826401	11.326986113927981	0.03639905223599629	4
Chi30_Random_zscore	123	61.8536	32	0.17760328082242297	0.4108152645146923	1.179598838925581	10.598989735007281	0.02168977330850088	4
Chi30_Random_zscore	124	68.1574	32	0.18636690472321632	0.4297863396276336	1.180083869724095	10.47253483228517	0.021091735679397983	4
Chi30_Random_zscore	125	45.5977	34	0.16744449721851934	0.4128194764561106	1.2752395986721696	9.83537581429241	0.05219899152971013	4
Chi30_Random_zscore	126	44.2914	33	0.12703151709477234	0.41633480964957265	1.2747277999386841	9.799807781493348	0.015847099067806278	4
Chi30_Random_zscore	127	42.7391	34	0.12798113355459045	0.41403915865132485	1.4262267067874952	9.634198996960214	0.02031740184877889	4
Chi30_Random_zscore	128	62.0298	33	0.12733370503615885	0.44325446313885675	1.4122223709848847	9.828412334001996	0.05301926742514814	4
Chi30_Random_zscore	129	45.4549	34	0.09056060629608442	0.3733387286592137	1.6139984659645947	9.313577145931784	0.010967776318472289	4
Chi30_Random_zscore	130	54.2842	34	0.14915591648400814	0.4118500896749966	1.642049190549789	9.424661447012497	0.0010495580557065096	4
Chi30_Random_zscore	131	69.8022	34	0.14999172371569722	0.41964578859897717	1.3061472325408896	9.463082768517847	0.012573675872874054	4
Chi30_Random_zscore	132	59.4095	34	0.11556984521578155	0.38148268513935446	1.3758021738090582	9.139684970046863	0.0027951951312962693	4
Chi30_Random_zscore	133	53.4132	34	0.11812247997987234	0.40164293727508016	1.7150748082878322	9.263473389899634	0.0015389286640393705	4
Chi30_Random_zscore	134	52.7110	34	0.11772416216791674	0.4094518437412603	1.6776571618936889	9.29071195180856	0.003923160130786229	4
Chi30_Random_zscore	135	49.6825	34	0.08844398484294873	0.4492782351212684	1.7164125509024923	9.765029249864492	0.024299226843988064	4
Chi30_Random_zscore	136	43.3788	35	0.13355413334044786	0.45752283417660844	1.7308630218608416	9.597288834910751	3.814201319448122e-05	4
Chi30_Random_zscore	137	53.3944	34	0.08733638296637229	0.44886409178883985	1.6996535265628665	9.660970209335892	2.372369202069402e-05	4
Chi30_Random_zscore	138	47.2606	34	0.16603327896676912	0.45174279255947564	1.6906993042874192	9.653949821415852	0.00030247535566551784	4
Chi30_Random_zscore	139	43.4852	34	0.08675006977331595	0.44793650191776035	1.7020065703084037	9.590280730440934	0.0008640946215741317	4
Chi30_Random_zscore	140	55.3028	35	0.09004505536152652	0.45006040977320255	1.986383448268721	9.589816307286341	0.052824332492795556	4
Chi30_Random_zscore	141	78.3244	34	0.14260961293075813	0.412888002264552	1.6542064100676488	9.243797688187147	0.006669062101197586	4
Chi30_Random_zscore	142	44.8740	34	0.08758340898104286	0.4554189999791835	1.7628861209738886	8.972086021210028	0.0020186169595340624	4
Chi30_Random_zscore	143	52.5357	33	0.08604341796212028	0.46567540514112676	2.271657722585284	8.967577527258715	0.028561385403996973	4
Chi30_Random_zscore	144	46.9194	33	0.09111420229095502	0.4706449533686288	2.166731710812395	8.968880083734378	0.03161938959572714	4
Chi30_Random_zscore	145	48.6000	33	0.07794115612780428	0.4679432333953919	2.1845123852198842	9.045268812664458	0.04569400440183178	4
Chi30_Random_zscore	146	65.6558	33	0.07195179010132904	0.47459213470511546	2.327190784329512	8.82469990039285	0.056632373138847024	4
Chi30_Random_zscore	147	54.7541	35	0.09221987443654243	0.46152118384168833	2.288467614104649	9.002032512313981	0.02816533598574123	4
Chi30_Random_zscore	148	61.6352	33	0.0671611472744932	0.43217830054573686	2.12291970545953	8.8262570251853	0.038595443463744265	4
Chi30_Random_zscore	149	48.6591	35	0.16347667706590707	0.4473304426680855	1.876971711433773	9.02971452491376	0.05220409425624035	4
Chi30_Random_zscore	150	49.5079	35	0.1600407963858297	0.4442330561963229	1.8988551705265082	9.930057957186794	0.07486500186418983	4
Chi30_Random_zscore	151	63.4268	35	0.1720153752730952	0.44195879860548354	1.9310438480742436	8.275876948952504	0.05176640858115929	4
Chi30_Random_zscore	152	51.0741	35	0.13506264402818066	0.4350321830527888	1.8356397258046302	9.622053973287281	0.0733485046217374	4
Chi30_Random_zscore	153	42.4117	35	0.1346808371203689	0.45642275525589365	1.811662860451088	9.93693219782987	0.07966821773452029	4
Chi30_Random_zscore	154	49.5512	35	0.15966526493469052	0.46621813129876866	2.035098546579979	9.960401914766289	0.08202929420728057	4
Chi30_Random_zscore	155	68.2799	36	0.1609916811807373	0.4740876529393001	1.9447669365130393	9.990622825139777	0.10260503706178654	4
Chi30_Random_zscore	156	69.0832	35	0.11435956582572822	0.4660262530645584	2.0521778688501455	9.049483362129132	0.08158454735506974	4
Chi30_Random_zscore	157	47.1280	36	0.14056697872449514	0.51026250954185	2.202968814809894	9.537597036214768	0.06634470166050398	4
Chi30_Random_zscore	158	60.9676	36	0.13560510522075414	0.43307661963473426	2.470845395327628	9.426681405657758	0.062004798567812366	4
Chi30_Random_zscore	159	50.3561	34	0.10151369053793342	0.5105511726895978	2.1584422270305206	9.581529674684385	0.04462413624984054	4
Chi30_Random_zscore	160	55.6271	35	0.06421228545797358	0.4853592689731547	2.711090754850462	8.655905427468051	0.026638063511248422	4
Chi30_Random_zscore	161	54.3311	35	0.16158772754828118	0.4589552448544009	1.824627126995623	9.928486193988487	0.08030970759205011	4
Chi30_Random_zscore	162	64.2431	35	0.1673073497127166	0.537402655753033	2.041250451408198	10.202438837686515	0.07028992817877998	4
Chi30_Random_zscore	163	51.1615	33	0.12728406549922275	0.5026484386211167	1.568178991264283	9.144658497438318	0.11506089463178168	4
Chi30_Random_zscore	164	58.6346	36	0.15144722998542534	0.44927176398920377	2.1771515661745857	9.406016262703853	0.09584062066284563	4
Chi30_Random_zscore	165	55.6181	36	0.12417352337773774	0.42389405939038577	1.8008512536460755	9.834768668143537	0.051001590812249295	4
Chi30_Random_zscore	167	49.1526	34	0.10460443460665939	0.39926942464683846	1.514064975378402	10.08707287368926	0.024581680470745104	4
Chi30_Random_zscore	168	62.0510	33	0.0988576314948147	0.3991742259321458	1.502660889234035	5.002229458629477	0.01997453967723317	4
Chi30_Random_zscore	169	3573.3226	34	0.0569855143010253	0.908598935843552	1.5760634548192296	9.351620067848033	0.03504113270248799	4
Chi30_Random_zscore	170	66.4572	34	0.6407023880631459	0.39512812982408213	1.8252522576506889	9.648754986988278	0.06239620443027871	4
Chi30_Random_zscore	171	50.5237	35	0.10912441979574032	0.4339845246576036	2.5796726996047425	10.101032388472696	0.0194105996984957	4
Chi30_Random_zscore	172	46.3924	34	0.1430244453913036	0.4547531952803511	2.236449468307093	9.837730185017064	0.043113087175667426	4
Chi30_Random_zscore	174	41.8098	34	0.10543753678970508	0.4830374157598094	1.7667537626896652	10.28213092803759	0.041687628593452056	4
Chi30_Random_zscore	175	52.7905	34	0.07549557904990244	0.486976245135316	1.7512584172395262	10.26772159589701	0.03960005583042279	4
Chi30_Random_zscore	176	40.1805	34	0.10801108803803486	0.5132120804607235	2.21330250440256	9.043935692283641	0.0191492347706535	4
Chi30_Random_zscore	177	1237.0926	33	0.7712565521449372	0.5378916074921534	2.2182453261577857	9.07492993735867	0.05453897079280674	4
Chi30_Random_zscore	178	38.1060	34	0.07414777126187445	0.4998408040483654	2.3790784514971905	9.260063159476152	0.01212214466775599	4
Chi30_Random_zscore	179	44.9261	34	0.045871572409053096	0.5183567824642563	2.791390583207513	9.291526285853948	0.01672646137460692	4
Chi30_Random_zscore	180	50.0664	34	0.04309240110583629	0.5182687306424516	2.873121151023037	12.273716399984792	0.0006175031064571679	4
Chi30_Random_zscore	181	58.4975	34	0.07885213891793719	0.5575944747780028	3.2366611366424016	8.3859794474888	0.0178532405591448	4
Chi30_Random_zscore	182	57.8198	33	0.05425949258128711	0.499758927155928	2.4289649052211773	9.33648905125954	0.03418742920818735	4
Chi30_Random_zscore	183	57.6491	33	0.09361959513148108	0.5114970583769699	2.5523557817545686	8.209051195028632	0.0165028421293919	4
Chi30_Random_zscore	184	46.4860	34	0.11440416640756793	0.48535937091880993	2.8572459321577806	9.755556011261309	0.0004171397710277282	4
Chi30_Random_zscore	185	37.1440	34	0.1188594925947919	0.5463887283844906	3.0315295826956037	9.772057800049259	0.015301328200736717	4
Chi30_Random_zscore	186	67.9445	34	0.11919189037228442	0.5532357838757874	3.035822849842097	9.464548115139241	0.022454182291042186	4
Chi30_Random_zscore	187	54.8043	34	0.10679694443310829	0.5366011939088463	2.7830371018193567	9.739463395730738	0.03870052064028694	4
Chi30_Random_zscore	188	44.7734	34	0.13464389325391704	0.5270113885228239	3.060540859913515	9.215010806350561	0.02069850149422733	4
Chi30_Random_zscore	189	67.0493	34	0.04034726273300744	0.5735773353553947	3.3930979227165716	9.300027555073848	0.014274089304248597	4
Chi30_Random_zscore	190	47.9353	34	0.09330394971333625	0.48639602413950783	3.091708116367519	8.706653315883136	0.0006771551317737783	4
Chi30_Random_zscore	191	50.9060	35	0.13954540431689352	0.5216638707070711	2.3437687883318272	9.844663145861219	0.031231481910206776	4
Chi30_Random_zscore	192	37.4211	36	0.06761854993468779	0.5020883154748607	2.926477414159427	9.224817817027889	0.047634506984527085	4
Chi30_Random_zscore	193	53.5760	33	0.9202539876159853	0.4873013588447223	2.8462579382539634	9.184137124415283	0.019769840818676505	4
Chi30_Random_zscore	194	63.1496	34	0.06850442337589692	0.5404106829144204	2.958512150363574	9.783509968852877	0.0007723397039251546	4
Chi30_Random_zscore	195	71.6256	34	0.11182148934232361	0.5064477631899388	3.028918939916126	8.850517584395172	0.042344763674169145	4
Chi30_Random_zscore	197	55.2188	33	0.09401037732900207	0.52525331951316	3.1851845535900907	9.236758174330035	0.05556667107896707	4
Chi30_Random_zscore	198	63.1656	35	0.02976849668699566	0.5961927276249157	2.7764171076508313	10.279675674928612	0.03134913385236181	4
Chi30_Random_zscore	199	62.5146	34	0.12138764413921418	0.4633547720905216	3.2976515118348595	8.935581877309641	0.01707759018227714	4
Chi30_Random_zscore	200	47.9452	36	0.08359258401596394	0.4276708223856255	2.8838821546378095	9.968137015167192	0.057360626908807305	4
Chi30_Random_zscore	201	61.0710	36	0.14018106344246326	0.5014214196784185	2.4430930241550057	9.462466716785388	0.06946331472643007	4
Chi30_Random_zscore	202	59.6890	35	0.12395685866870766	0.5570340982278866	3.093078414055983	9.644275518195156	0.03115829338348852	4
Chi30_Random_zscore	203	49.6730	36	0.14129458188166077	0.5095255433171585	2.9559166045770535	9.510544491495388	0.047932694135474546	4
Chi30_Random_zscore	204	175.9778	34	0.46342742213014865	0.5282889205179244	2.270936803032146	9.190690767379856	0.00011952572952127574	4
Chi30_Random_zscore	205	47.4763	35	0.10936323594190962	0.47488128136882796	1.465893420890639	9.713705024412238	0.08361688975098058	4
Chi30_Random_zscore	206	86.6999	33	0.058604665951631545	0.4530423876307638	1.579086594048912	10.064066667469293	0.751460428196089	4
Chi30_Random_zscore	207	56.5894	34	0.5684683206646021	0.48067517972549256	2.532025243061002	9.32980598087022	0.020013671930943663	4
Chi30_Random_zscore	208	37.4773	35	0.08048918532513565	0.503479466995614	2.7550154924962267	9.542422927380965	0.05983247209519971	4
Chi30_Random_zscore	209	61.5105	34	0.07434214755304953	0.4306354651654112	2.7694849100953727	8.606281868992529	0.04311065201800029	4
Chi30_Random_zscore	211	45.0843	35	0.10542183982429759	0.5042477140984826	2.9411001328870356	9.544778135684778	0.06812831307876707	4
Chi30_Random_zscore	212	42.6703	35	0.09299779612318114	0.49253004947698553	2.9928565288757274	9.848514205431425	0.04305259204126509	4
Chi30_Random_zscore	213	47.2748	35	0.10103876253819855	0.49451004492166134	2.9736974718625957	9.840240990631482	0.09311839978160882	4
Chi30_Random_zscore	214	76.6547	35	0.08049033702589957	0.5423947148903798	3.150089837066566	9.736089462666001	0.06709561452580023	4
Chi30_Random_zscore	215	47.9917	34	0.12056775934866552	0.5229411189388248	2.866646847195795	10.08718426242303	0.0005736172052590058	4
Chi30_Random_zscore	218	44.1169	35	0.07348248004001735	0.4710374915042541	2.8163479435746677	10.298377526376452	0.058864410914219	4
Chi30_Random_zscore	219	52.8318	35	0.07121653688780069	0.45782565599074443	2.7379632452061875	10.34160025021725	0.09538554247332087	4
Chi30_Random_zscore	220	88.9876	36	0.08728590677195319	0.4218422606943946	3.0684903071769765	9.305694215391267	0.064768317393704	4
Chi30_Random_zscore	221	41.3358	34	0.12216748767405958	0.47259613644904264	2.901546853437527	10.104766300788468	0.034780005755102164	4
Chi30_Random_zscore	222	50.0331	35	0.054326618915291836	0.4555039736474331	2.9228483782280392	10.126543489238847	0.03779221519780226	4
Chi30_Random_zscore	223	61.2134	34	0.13010073500159464	0.5112377082755803	2.838354511154112	10.349327071944742	0.052476597304875576	4
Chi30_Random_zscore	224	58.7449	35	0.09143996644486338	0.4711881661289852	2.5799666693489822	9.927313982559793	0.02657356451408229	4
Chi30_Random_zscore	225	63.9226	34	0.14751022731057975	0.441274324669293	3.1417806566493542	9.435394884285117	0.07127678165950477	4
Chi30_Random_zscore	226	64.1801	35	0.11895309266449232	0.4109703385833559	2.6601017941543965	10.160967535523971	0.02008621390814419	4
Chi30_Random_zscore	227	54.3238	34	0.07329732867283456	0.5320591696121569	2.95828775847942	9.54318866441354	0.042542101370493995	4
Chi30_Random_zscore	228	50.2426	35	0.03983804570580916	0.5006398088363087	1.4116540501102666	9.699630456899435	0.1257082777043365	4
Chi30_Random_zscore	229	41.4405	34	0.1054381070273842	0.4749688488835051	1.6340292869209356	9.161956694759287	0.059886857332230425	4
Chi30_Random_zscore	230	50.2535	33	0.10354202659649035	0.4811724132761196	1.757218929968266	9.216027017070658	0.0895782828211291	4
Chi30_Random_zscore	231	45.2353	34	0.1281033335367888	0.46121922298281565	1.633462867041883	4.107281563894039	0.05718555601668229	4
Chi30_Random_zscore	232	44.0240	34	0.10271328994238481	0.47192150483610795	1.6099101538928762	5.639995974039339	0.07432428920321621	4
Chi30_Random_zscore	233	65.1269	34	0.08197252937001479	0.47750567239115455	1.6019733065299537	5.459468548804176	0.07442214730577504	4
Chi30_Random_zscore	234	51.0262	35	0.10093131632304123	0.5048309795926069	1.6854234114039697	5.833604794193031	0.11230023254044526	4
Chi30_Random_zscore	235	49.7612	34	0.06148743535424475	0.4712445920282103	1.5417611981141135	4.571639987685231	0.019061206327444593	4
Chi30_Random_zscore	236	42.0208	35	0.12273717008203318	0.4428573508341493	1.6400347926536478	9.105281680266984	0.062078598600403614	4
Chi30_Random_zscore	237	42.2278	36	0.12487003936588395	0.44431536739119715	1.6752628142511834	2.752863392009461	0.0655562252257166	4
Chi30_Random_zscore	238	58.6543	37	0.1150338885078527	0.444317634934267	1.844865399562446	3.6100571993955453	0.0966203643452439	4
Chi30_Random_zscore	239	261.9743	36	0.127154022423438	0.5501825819174412	1.7470162985029833	2.8110217364958325	0.06954854487543762	4
Chi30_Random_zscore	240	50.5191	36	0.09751810498853265	0.49525040043396024	1.4685050432776996	8.811180823737203	0.034539708386245135	4
