Estudio	Ensayo	chi2	L	P	Inh	Trest	Trelative	C_h	Tipo_red
Chi30_zscore_L40	95	79087.8663	41	0.24595772838450813	0.16068137325955567	1.8656702405130576	4.716621927451529	0.17337359529475482	4
Chi30_zscore_L40	98	79087.8663	46	0.2799790936602842	0.7694929331919369	1.8704374855752337	5.107229849617671	0.4254364386164168	2
Chi30_zscore_L40	102	30315.3996	43	0.9295291442478258	0.8306194077877291	9.650269106665126	10.893241341520573	0.7308674752036443	4
Chi30_zscore_L40	103	30320.7204	41	0.0664962673667775	0.741120649290059	5.744731131799119	14.16301889938184	0.1397723766262895	3
Chi30_zscore_L40	107	30297.9228	46	0.11689804070836407	0.9398321236134751	6.277080530714178	9.62613667728504	0.13927207266338726	3
Chi30_zscore_L40	108	79087.8663	46	0.5334610919763215	0.8938925830509576	7.885972112245307	9.40272090957282	0.31172206779554823	1
Chi30_zscore_L40	110	79087.8663	41	0.8464522917345182	0.12748866233198242	3.9728729056036727	11.945826563399208	0.14991742734877378	1
Chi30_zscore_L40	111	79087.8663	47	0.7200365365460744	0.6411476328852973	6.939484444671001	12.366728878146963	0.25179905890695276	1
Chi30_zscore_L40	112	79087.8663	41	0.9084505613336283	0.5833917947661205	4.008514167636399	8.628572204077726	0.9472833396118153	0
Chi30_zscore_L40	113	536.5773	46	0.505888678884466	0.6114542354346478	0.18110183820840509	8.90234092764992	0.9321182824836124	2
Chi30_zscore_L40	114	79087.8663	47	0.9224993811772957	0.7072386343133986	1.5253904291426135	7.288274030810745	0.6067150463828559	2
Chi30_zscore_L40	115	30277.4223	48	0.9343670147690148	0.9255685129067763	4.508393714041321	5.640774172448873	0.9848411989623346	4
Chi30_zscore_L40	116	79087.8663	41	0.9208418826173723	0.8698963620621283	5.188380571260721	11.101134928710014	0.39900270387013026	0
Chi30_zscore_L40	117	79087.8663	43	0.8028534485980114	0.004632023004602859	3.334991716911442	7.316678652820875	0.5373956029379229	4
Chi30_zscore_L40	118	79087.8663	43	0.3469532018962277	0.7375012481097484	4.522179408898071	6.7682276382978905	0.4524395161326934	0
Chi30_zscore_L40	119	79087.8663	41	0.49836777273947974	0.4189254495045479	9.148459010681	12.772398001847332	0.5805883502780435	3
Chi30_zscore_L40	121	30175.6836	50	0.5021950103312426	0.5953850173200438	0.6707647738842748	8.170369477876052	0.20990559309558576	4
Chi30_zscore_L40	125	30312.5819	41	0.7159722288473975	0.6589239419101514	0.2709599250348349	2.490681544364329	0.2310747965880714	3
Chi30_zscore_L40	128	12194.6323	43	0.8963358185211198	0.013001923510736035	0.8550853085446808	2.933947860004954	0.026532203873819715	0
Chi30_zscore_L40	129	79087.8663	46	0.42142455059249795	0.8926717110769748	8.17443561738441	11.592609134363169	0.2594234334312925	1
Chi30_zscore_L40	130	79087.8663	46	0.26806364082287626	0.624148907849134	4.0941165219124045	9.614588330432207	0.4361265291353167	1
Chi30_zscore_L40	133	29491.0794	49	0.9844021807035521	0.5256901823026858	1.716792858483035	4.439866123676724	0.018390676547466733	4
Chi30_zscore_L40	134	79087.8663	41	0.5765164755142536	0.274055220687206	5.541780025157934	12.055983908676577	0.8297418037072016	1
Chi30_zscore_L40	135	30306.3363	40	0.13688563006880727	0.9000186418481051	8.738900775625153	14.713031797328236	0.6005168604336534	3
Chi30_zscore_L40	136	79087.8663	41	0.9144119459249598	0.4187705248920731	3.8313852824949746	9.02056233532335	0.046965966775055046	0
Chi30_zscore_L40	138	79087.8663	47	0.297121715623175	0.5664046402968972	4.760504021990997	11.397215675617478	0.936829739324758	3
Chi30_zscore_L40	140	79087.8663	43	0.7709122037458219	0.1065982531337718	0.7513778173580876	8.03326537939412	0.49549131620619846	3
Chi30_zscore_L40	142	79087.8663	43	0.09158207332663415	0.9173135754622428	1.368186309189614	10.870559847397638	0.44600577295795574	0
Chi30_zscore_L40	143	30272.8710	45	0.8729458358764083	0.7322248864095612	8.065611478614498	14.653445145721673	0.6922765645178525	4
Chi30_zscore_L40	147	29035.6752	49	0.03700763471549262	0.596269878482053	2.3000883728770303	3.5057572306498184	0.07695320162920916	3
Chi30_zscore_L40	148	79087.8663	43	0.7247667715287615	0.06535634079894237	3.152903378306103	8.547816302059475	0.7907231648389635	1
Chi30_zscore_L40	149	79087.8663	46	0.8859777482361871	0.6158631881823046	2.329594747536338	2.5736025631017183	0.8700988739009299	0
Chi30_zscore_L40	150	30271.6365	49	0.528937134027212	0.9390676985128962	7.987832357736654	17.96717346307003	0.35071181545171015	3
Chi30_zscore_L40	154	30315.3880	42	0.9499611839502253	0.786345014415552	0.8941100231225951	5.0699177809718785	0.8791183075621647	4
Chi30_zscore_L40	156	79087.8663	46	0.5126885110165086	0.2306698117177587	1.7652803200550826	3.970142410756836	0.18643826214425452	3
Chi30_zscore_L40	157	79087.8663	43	0.05784267656339637	0.9691026301408113	8.837858849634257	18.11538168158639	0.9949078226464353	0
Chi30_zscore_L40	159	148.8779	45	0.5929399348417032	0.5800862078378112	0.9148683739775487	9.689477000281354	0.26560004258870606	0
Chi30_zscore_L40	162	30229.8122	47	0.07613085949030018	0.8512069140487687	4.951465270139743	9.757331043406223	0.5924077846595176	4
Chi30_zscore_L40	163	79087.8663	43	0.6780161525590636	0.5657319639957911	2.6702827016942132	11.456582565245792	0.7974260216069281	3
Chi30_zscore_L40	164	30236.2718	49	0.8672942009598024	0.7083629767150348	8.37013328363672	15.344847900329555	0.6801407717603004	3
Chi30_zscore_L40	166	79087.8663	43	0.7435082562916078	0.1607598960483082	8.179670241190621	16.50101202076804	0.5074677337608362	0
Chi30_zscore_L40	167	79087.8663	43	0.6169269183757422	0.9811861780274235	6.3181352701666835	8.916171080808283	0.6340057030996114	2
Chi30_zscore_L40	168	30276.4499	48	0.10698063882695841	0.761027902502028	5.412665786761103	15.042585825351049	0.3418721660386861	3
Chi30_zscore_L40	169	30248.4827	50	0.10250972799067926	0.9372284872364511	6.878857223008134	7.5572278140598526	0.30096356694681625	3
Chi30_zscore_L40	173	30359.1991	44	0.16362382119166918	0.7948095487499294	6.936822257814886	9.14451838570249	0.0823810456158427	3
Chi30_zscore_L40	174	79087.8663	47	0.2732595269982093	0.9508635622504104	1.5105789178090023	5.833926928235021	0.9436159201675989	2
Chi30_zscore_L40	175	79087.8663	47	0.3975943979627943	0.27421520234867003	9.839776479598282	13.933116542748712	0.8940992036791344	1
Chi30_zscore_L40	177	30315.3880	42	0.8686231679556108	0.7765968527917417	7.70921844644052	16.157050727609395	0.7610239909429989	3
Chi30_zscore_L40	178	79087.8663	41	0.032526179491251916	0.9208478478156868	6.166503145207381	14.131876054969142	0.4815223515125501	0
Chi30_zscore_L40	179	79087.8663	41	0.6855652872289714	0.4303058948994627	2.005247267003367	6.921192734417737	0.06420893707513409	2
Chi30_zscore_L40	183	79087.8663	47	0.5596486834869141	0.00977084741918366	3.2646130824399187	8.441729516287033	0.08786649914483335	1
Chi30_zscore_L40	184	992.2822	40	0.07857849715502074	0.39692327620159606	1.3271575404306035	7.002566023046185	0.6894649691372657	4
Chi30_zscore_L40	187	30273.4653	48	0.08011484638467514	0.8948166560605276	5.475923761537363	13.6489014611623	0.45231828451830014	3
Chi30_zscore_L40	190	79087.8663	46	0.7192017782722638	0.22845474133129873	9.963339160567418	19.71127078203525	0.6503256863469369	0
Chi30_zscore_L40	191	79087.8663	47	0.07219840897917584	0.030652502205806065	2.576828885112137	7.203058452505299	0.8682725054083805	3
Chi30_zscore_L40	193	79087.8663	46	0.43861541918959046	0.7252576604151365	4.866689414247029	13.600921795063634	0.9007018640112585	2
Chi30_zscore_L40	194	30315.3996	43	0.5923503285933622	0.912363345616691	2.106621890056666	8.336287725691493	0.6315602200925206	3
Chi30_zscore_L40	195	79087.8663	41	0.7158249646820886	0.909032520665641	1.7968310887024197	4.172264337941196	0.9713950940416396	0
Chi30_zscore_L40	197	79087.8663	46	0.16352387258502277	0.3910815366517607	9.694123223352875	12.27545755036415	0.6567366645412922	1
Chi30_zscore_L40	199	30272.8710	45	0.3370031764312863	0.8288833658826095	4.308875236618059	6.796017962494358	0.61714498660403	3
Chi30_zscore_L40	200	79087.8663	41	0.16761921628831766	0.03667142693354297	7.364020150656405	14.002065426874456	0.4746308757498139	4
Chi30_zscore_L40	204	79087.8663	47	0.8679182945200221	0.4547398556338591	5.155960285792503	10.044426088361705	0.6668642575461043	0
Chi30_zscore_L40	206	30244.8284	47	0.44375021930457115	0.8681422543775054	1.771497894473859	8.697757416735504	0.8381152896481102	4
Chi30_zscore_L40	207	30282.4066	47	0.4971747640084273	0.6178472402012138	8.689049844787181	14.395147311175478	0.03038705969683686	4
Chi30_zscore_L40	208	79087.8663	47	0.6765133857772465	0.21567515239771717	6.5888547023265716	10.527498758868155	0.6512329770414921	0
Chi30_zscore_L40	209	79087.8663	47	0.9994137257706666	0.04821203886055603	9.771741842213173	13.84082144944188	0.8707534503372591	3
Chi30_zscore_L40	210	30258.6324	46	0.7384492092513265	0.8785155613013479	4.0414032165103295	7.311734832142717	0.6675933855635847	4
Chi30_zscore_L40	212	79087.8663	43	0.3664615348713979	0.3961726916092554	6.954672066898622	10.84025307960208	0.44869362262253065	1
Chi30_zscore_L40	216	4815.0289	50	0.01823258267636163	0.1957779856835461	0.0756287497814212	6.550375891327451	0.8980305489499869	1
Chi30_zscore_L40	218	30315.3996	43	0.3072899649262866	0.8030258978326634	5.391612766752544	8.50468975831258	0.6103337833109184	3
Chi30_zscore_L40	220	79087.8663	47	0.10687692309474384	0.5673122196289035	2.5656278370136376	12.194896589389437	0.4835456467199247	4
Chi30_zscore_L40	221	79087.8663	46	0.043412532854819164	0.6331513755940223	9.51403342206657	15.53015162352988	0.8191888594267902	4
Chi30_zscore_L40	224	79087.8663	46	0.4517676787372291	0.5866084631754741	1.6801420774486342	9.048879526890456	0.8627970775432285	1
Chi30_zscore_L40	225	79087.8663	41	0.023638586046336396	0.641971500443266	6.070940360887808	11.537914488028509	0.23194709611597542	1
Chi30_zscore_L40	226	79087.8663	46	0.4967668588591694	0.9877855202148873	1.3643975255673313	8.315843066043268	0.4043187681042921	2
Chi30_zscore_L40	227	79087.8663	47	0.6924361513243696	0.9912559937021883	1.2839428945412523	2.3250393883829155	0.7243388171287412	2
Chi30_zscore_L40	228	79087.8663	43	0.0794193689889866	0.08565824959643054	8.941908746641182	10.860581993828612	0.32337156211552076	1
Chi30_zscore_L40	229	21918.6851	43	0.06942384274609337	0.5190597909082704	0.676125635922149	8.679690714145766	0.23371208191043302	2
Chi30_zscore_L40	231	30244.8284	47	0.5577834173700249	0.7306505102392461	4.652056122837181	5.253479548845034	0.5622968158779098	4
Chi30_zscore_L40	232	79087.8663	41	0.6900048908206657	0.20093368865905648	5.3582768447308124	6.325041341198009	0.45037093625818514	3
Chi30_zscore_L40	233	79087.8663	43	0.664911724487218	0.7954499607897292	9.271778194794527	11.618199013349063	0.39931591580930814	0
Chi30_zscore_L40	240	30300.3628	43	0.9756102008599149	0.640972077345332	8.224805636343609	9.550052363762093	0.8620144822726226	4
Chi30_zscore_L40	244	10008.4222	46	0.6502010923981534	0.1520248531286481	0.6134962711066816	8.42111213179108	0.4598004237693202	0
Chi30_zscore_L40	246	79087.8663	43	0.10104581101064669	0.6921613416941319	0.6229179813006269	5.717139262798524	0.9966968538529768	4
Chi30_zscore_L40	247	30246.6898	46	0.30625362078661167	0.6238958362916385	5.270414639116517	9.531248478020231	0.13071037674019947	4
Chi30_zscore_L40	249	12494.5269	40	0.4161539981797615	0.4813441516353236	0.19192276823056686	2.790054855680909	0.760289823122135	0
Chi30_zscore_L40	252	79087.8663	41	0.32467592689006	0.7373570773877997	4.7601812936876655	8.519064145145359	0.3944762785700353	2
Chi30_zscore_L40	255	30233.4588	49	0.6366696821672073	0.6139335847600618	0.6665204056068996	5.85060062505894	0.15016900081704165	3
Chi30_zscore_L40	256	8496.4519	45	0.6802277792083533	0.041672900602384266	0.8479201604580322	8.011154041084856	0.07208433599867337	0
Chi30_zscore_L40	257	30306.3363	40	0.9565013982994801	0.737508359459007	3.5325140850206416	6.4978698978971945	0.34970322974584955	3
Chi30_zscore_L40	258	188.5987	47	0.18519556786746794	0.17410933533408435	0.9839564971339732	7.586983694147355	0.7643726622217359	1
Chi30_zscore_L40	266	79087.8663	41	0.5450269188969383	0.9846697395245082	9.373880664971189	9.805618022941307	0.16481481572943713	0
Chi30_zscore_L40	267	79087.8663	47	0.8177853298569451	0.2135113663106719	5.05852692951829	13.46555720963029	0.7328015447662506	2
Chi30_zscore_L40	268	79087.8663	46	0.50836054691628	0.2975484513188206	5.650219928590161	12.539072949091068	0.8733229158608077	3
Chi30_zscore_L40	270	30312.5819	41	0.40149431586128825	0.8000709686991595	2.0403563462889887	7.5912058393118516	0.7330712960296748	3
Chi30_zscore_L40	274	30312.3707	44	0.41262184084862374	0.6956181464968069	0.032182636042786816	6.228076010641194	0.3554930104413574	3
Chi30_zscore_L40	275	79087.8663	41	0.5882022669483905	0.48097288988612374	6.423255259052274	7.071791203881958	0.5799837874281313	2
Chi30_zscore_L40	276	79087.8663	46	0.6034876665964548	0.6764679372263622	8.049889996807698	10.748097198089841	0.8250494101800621	2
Chi30_zscore_L40	279	30277.4223	48	0.9983475113929496	0.9331133313435577	6.425651995351915	10.638132528292633	0.6361773647082327	3
Chi30_zscore_L40	280	79087.8663	41	0.40990488969628824	0.8398022856356172	3.83832951933044	9.557052231602306	0.5877693608621982	0
Chi30_zscore_L40	281	25861.2525	43	0.33451128874193214	0.026196708532064794	0.24191763891355245	8.558888075671288	0.2730708099728124	2
Chi30_zscore_L40	282	79087.8663	43	0.9406792451153405	0.25929675886577375	4.296568127389351	13.02387063223537	0.8419335667918086	0
Chi30_zscore_L40	284	30359.1991	44	0.7295082286523967	0.7655128989911097	1.5890816766935356	7.691333171469948	0.13535408227768553	3
Chi30_zscore_L40	285	206.9160	47	0.956614621083458	0.06895801635642118	0.5705472115125432	3.392417958444544	0.26170568373590597	1
Chi30_zscore_L40	288	79087.8663	43	0.8998333456872725	0.0218233967754895	6.637896861755891	16.271841203891395	0.5601681834618419	4
Chi30_zscore_L40	291	79087.8663	41	0.2253169299512351	0.250966661340298	8.506160578411379	14.118388461236627	0.5233909113743664	0
Chi30_zscore_L40	294	79087.8663	47	0.5454318694069055	0.062273105881885615	5.125026487703317	13.189062660031713	0.45923987759695806	0
Chi30_zscore_L40	296	30360.5825	42	0.8778300781520408	0.8795818549515292	8.70578425046007	11.093746364275463	0.4512393441809881	4
Chi30_zscore_L40	298	79087.8663	41	0.656780104724294	0.8221031606002255	3.8042000750756233	11.560318584328899	0.9644766539008116	1
Chi30_zscore_L40	301	30271.6365	49	0.2769044873778089	0.9835214727152221	1.4071152804875842	3.4272719645124843	0.18422483923802613	4
Chi30_zscore_L40	302	79087.8663	47	0.15210428322227287	0.440323418368349	6.15298025069802	6.987621100591853	0.8824163684073387	4
Chi30_zscore_L40	306	79087.8663	47	0.3143501131837484	0.47116789893281463	8.216368977104716	12.809020948836855	0.3577982653254418	2
Chi30_zscore_L40	308	79087.8663	41	0.3479414115821666	0.45035097890541265	7.4882633696330645	13.999739218449806	0.6209285674784312	1
Chi30_zscore_L40	310	79087.8663	47	0.06964114816240574	0.1748814371759594	8.557372589057863	10.829168159293012	0.83704112524294	1
Chi30_zscore_L40	311	79087.8663	47	0.694150573509831	0.5126547531450529	3.053106766967313	5.179550530678274	0.03318935456242622	1
Chi30_zscore_L40	312	79087.8663	47	0.9383048184484827	0.871204482263052	7.660647765353026	15.545121197886013	0.6649849034759953	1
Chi30_zscore_L40	313	31144.4383	49	0.670732311905834	0.56044063098044	1.1098946921348107	5.580450130199065	0.4603582712019263	4
Chi30_zscore_L40	314	30297.9228	46	0.38040054897040965	0.9768003285106593	1.1072059332631567	5.332690216382603	0.04202467517140529	3
Chi30_zscore_L40	315	30220.2486	50	0.28003732955048943	0.8583416767991209	2.9221823046189774	12.02988392105813	0.7539619035967839	4
Chi30_zscore_L40	316	30306.8536	40	0.962810357074026	0.7266709920703233	3.047510953861333	11.341457602449804	0.28152119841492995	4
Chi30_zscore_L40	317	24733.1336	41	0.7036859774607958	0.5406984766449103	0.9653447019544081	3.384282984542798	0.01240403627731479	2
Chi30_zscore_L40	318	79087.8663	43	0.5983574842977588	0.2972378077086172	2.9991911150698467	10.43112310238588	0.04814283597835345	4
Chi30_zscore_L40	323	79087.8663	46	0.8925232899548461	0.4433800143791877	6.07089578718754	12.383971318107427	0.5916971623063255	3
Chi30_zscore_L40	325	79087.8663	46	0.7435939161765598	0.5062660594952028	6.341040313763314	7.050362475101048	0.254391580841847	1
Chi30_zscore_L40	329	182.9997	43	0.9317537194328164	0.39701504123719167	0.8709276679577149	7.041592829135728	0.11383839347660141	1
Chi30_zscore_L40	332	23058.9820	49	0.9550605114849889	0.8211982825502265	0.01565105191472904	6.3796647537487985	0.051135381442100725	1
Chi30_zscore_L40	334	30312.8219	41	0.4189477901874754	0.7511780478084181	0.7100766453325547	1.5118767861515892	0.3547712918359842	4
Chi30_zscore_L40	335	79087.8663	47	0.6786699566725648	0.36191999083786497	5.9366079120853845	6.037919752362818	0.6360960464095422	4
Chi30_zscore_L40	336	79087.8663	46	0.873698593466345	0.7239730554660938	1.2055841640369025	10.230117236895321	0.06644384435577488	2
Chi30_zscore_L40	337	79087.8663	41	0.011706610730904066	0.422034260127639	2.9504070765415626	7.810412014517593	0.5771998867345508	0
Chi30_zscore_L40	338	79087.8663	41	0.5586423964504253	0.34316735317265823	7.29173487549448	13.814651361413876	0.8456043629899068	3
Chi30_zscore_L40	341	79087.8663	46	0.7055858626438246	0.6884050184921369	3.7455288702012135	5.414130887188742	0.43052933846220753	0
Chi30_zscore_L40	342	136.3769	49	0.3458774607378574	0.15445974722332378	0.2544775990575088	6.712701461922352	0.6369023174547432	1
Chi30_zscore_L40	345	5515.5688	50	0.3842067129858002	0.03899601257491159	0.3095579091934353	4.18942550866213	0.16002493646319405	0
Chi30_zscore_L40	351	79087.8663	46	0.4888978317924514	0.40177880065432425	9.938483888996982	18.741631510486254	0.6234059581594401	2
Chi30_zscore_L40	352	5926.3852	46	0.20131210782243325	0.3951377432643186	0.3945953289089932	5.15005570377726	0.5430245839576632	1
Chi30_zscore_L40	353	30248.4827	50	0.909454610937242	0.7221432354559059	5.333866287653626	14.033557884130476	0.1306523438234629	3
Chi30_zscore_L40	354	79087.8663	41	0.7942106625494054	0.27576756825135695	8.770905810181889	18.211326748435866	0.14879596940511564	2
Chi30_zscore_L40	359	30272.8710	45	0.6265925110932102	0.9263826067300868	0.1911609442976403	4.959595627475811	0.6877220424305607	3
Chi30_zscore_L40	360	79087.8663	47	0.13443512940812186	0.29939558837168123	3.587155254170135	11.631527330965184	0.278759872414553	1
Chi30_zscore_L40	362	30277.4223	48	0.8341445970006758	0.7404761319535191	1.428502873008386	8.962782095578076	0.768922782107641	3
Chi30_zscore_L40	363	23858.0018	48	0.8459214396777321	0.6136041142374584	0.8860471396967906	5.762325236368899	0.07764933467160506	2
Chi30_zscore_L40	367	30248.4827	50	0.4051026945275664	0.9061110021324971	3.21495701247882	7.979326875916736	0.22602899781599972	3
Chi30_zscore_L40	369	30312.3707	44	0.5858647884535192	0.6247838627894025	0.7177580622651303	7.543930274499154	0.24193168031552958	3
Chi30_zscore_L40	375	119.2511	50	0.08928952452557293	0.6870192665032427	4.938140404569287	8.814628459125757	0.6327118787486009	3
Chi30_zscore_L40	377	79087.8663	47	0.29805220863944315	0.10536492225085647	7.818238633449356	14.259730848208514	0.04818601239329623	1
Chi30_zscore_L40	381	79087.8663	47	0.7385974581323307	0.31562734376335	6.448326040223138	10.399635116338171	0.7132068832826177	0
Chi30_zscore_L40	382	154.1431	49	0.28740959646557973	0.3677859877561529	0.5809195208034978	1.6960416440162618	0.5158619027123281	1
Chi30_zscore_L40	386	79087.8663	41	0.016947664889580993	0.770158211757096	8.071555373648826	9.273627664854589	0.2655828329586061	0
Chi30_zscore_L40	387	79087.8663	43	0.7731418739186715	0.5179605277125789	3.480955931682881	7.198348880746184	0.0013536257154681541	1
Chi30_zscore_L40	388	30244.8284	47	0.9741944438163571	0.8470608269838995	0.23594964645529126	9.221555693203685	0.7831984132986259	3
Chi30_zscore_L40	389	970.8879	45	0.3980052929545028	0.3029157288331926	0.6569485895436578	2.939302224480649	0.24660363497802462	2
Chi30_zscore_L40	392	79087.8663	46	0.7813218557473051	0.5782983994203607	1.4696270958820967	9.580864795216804	0.6359547071637285	1
Chi30_zscore_L40	393	79087.8663	47	0.25990497924283285	0.3451922084942105	9.174858431319903	12.079903488034107	0.4699882681579366	4
Chi30_zscore_L40	394	8664.7405	47	0.06220322616470275	0.14730304427897034	0.07841590771916818	6.387633810010802	0.4476734254104183	0
Chi30_zscore_L40	399	293.3734	42	0.43699588566562086	0.593560935378786	0.7308156202701499	6.954248266442611	0.9811778367622945	0
Chi30_zscore_L40	400	30277.4223	48	0.9078987937796194	0.9437015928202208	9.601356044054473	14.815952431269192	0.9773079079915037	3
Chi30_zscore_L40	401	79087.8663	41	0.47690010646797	0.718331175372004	2.473403158190833	8.879554993679708	0.6666004790466192	0
